gene	Mouse_vs_Human	Monkey_vs_Human	Monkey_vs_Mouse	MonkeyD_vs_Human	MonkeyC_vs_Human	MonkeyB_vs_Human
CCDC92	-0.765714467957087	0.653769707750853	-0.867372696493977	0.653769707750853	0.948171047469304	0.765714467957087
CCDC93	-0.250232727436791	0.0173850809785341	0.375253508548248	0.0173850809785341	-0.587177293906371	-0.250232727436791
CCNY	-0.394163625690186	0.841739908034604	0.931520286544871	0.841739908034604	0.916980093733109	0.394163625690186
CCS	0.427442843822965	0.197809641028804	0.0696543031097071	0.197809641028804	-0.547963670256438	0.427442843822965
CCSAP	0.292341454597198	0.138066328271884	-0.313182542349718	0.138066328271884	-0.0568499800496397	-0.292341454597198
CCT2	-0.202291066082751	0.654429202157566	0.75246253086438	0.654429202157566	-0.500052702894902	-0.202291066082751
CCT3	0.443108071059585	0.698419611779088	0.592305804031121	0.698419611779088	-0.588020621901302	-0.443108071059585
CCT5	0.36631348772951	0.0718668546873301	0.757302232930147	0.0718668546873301	-0.35693318013116	0.36631348772951
CCT7	0.231794371486367	0.483170164025076	0.398219435412961	0.483170164025076	-0.373849439425041	-0.231794371486367
CD200	0.0993174845127517	0.736999794859827	0.984433760924111	0.736999794859827	0.754305927155633	0.0993174845127517
CD38	-0.00869958959606696	0.0947410642129161	-0.332571544621057	0.0947410642129161	-0.112150399868531	0.00869958959606696
CD44	0.710970903876825	0.595159991134721	0.630523359499765	0.595159991134721	0.576194274717133	0.710970903876825
CD47	0.240851952968578	-0.676046559926651	-0.0887721970392701	-0.676046559926651	0.250245368860314	-0.240851952968578
CD81	0.229485013322799	0.298502715875467	0.659179762066954	0.298502715875467	0.239726404534624	0.229485013322799
CD82	-0.527884316476489	0.878451621488492	-0.110685023009426	0.878451621488492	0.797095470477885	0.527884316476489
CD99L2	-0.00591283751677624	0.951004290997437	-0.604771622534116	0.951004290997437	0.806076370023321	-0.00591283751677624
CDC37	0.572524822049677	-0.37757425445405	-0.0188717356221177	-0.37757425445405	-0.814345686909143	-0.572524822049677
CDC42	0.372017867657976	0.707873903799141	0.625480718518125	0.707873903799141	-0.547919562895803	0.372017867657976
CDC42BPA	-0.747662433090917	-0.485157038260265	0.102951797172485	-0.485157038260265	0.292704346591237	0.747662433090917
CDC42BPB	0.344699102203899	0.893666594859839	0.922798231571838	0.893666594859839	0.852057929790813	0.344699102203899
CDC5L	-0.504776150307386	0.399719468769053	0.800793949227885	0.399719468769053	0.512175793682784	0.504776150307386
CDC73	0.0752437730706906	0.92240013638713	-0.712982727812066	0.92240013638713	0.553464966731261	0.0752437730706906
CDH10	-0.592145289128623	0.497633482490167	0.707605297506472	0.497633482490167	0.360885383502331	0.592145289128623
CDH11	0.585751973186901	0.125604651649277	0.836971577053664	0.125604651649277	0.325810313554033	0.585751973186901
CDH13	-0.623698174777344	0.833619787702721	0.450266619666767	0.833619787702721	0.773902641179623	0.623698174777344
CDH2	0.33022128827458	0.489431421932125	0.696663548186449	0.489431421932125	-0.181098310696214	0.33022128827458
CDH6	0.050233977969088	0.111102945272068	-0.349936793477304	0.111102945272068	0.0398868426552346	-0.050233977969088
CDH8	0.978609605116575	0.9836461986403	0.658818628921	0.9836461986403	0.99418396578976	0.978609605116575
CDIPT	0.497731350983971	0.842840113541004	-0.603446136952597	0.842840113541004	-0.685059463881904	-0.497731350983971
CDK14	0.146175302839722	0.733280251166103	0.139011104206226	0.733280251166103	0.188937266868891	0.146175302839722
CDK16	-0.298761398822038	0.882070180242635	0.981364745239686	0.882070180242635	0.739246589336221	0.298761398822038
CDK17	0.0138531993685233	0.519502535875669	0.814919929091124	0.519502535875669	0.0772413788888935	0.0138531993685233
CDK2	-0.555535583683943	0.221128589959922	-0.494368541644512	0.221128589959922	0.749522543786932	0.555535583683943
CDK5	0.727969956170899	0.879776991867916	0.89729748652145	0.879776991867916	0.901242042523041	0.727969956170899
CDK5RAP3	-0.661718590972603	0.822780969754308	-0.465711454217106	0.822780969754308	0.285953724904472	0.661718590972603
CDKL5	-0.342417144402257	0.582070338126187	0.969154237613456	0.582070338126187	0.666629510372524	-0.342417144402257
CDKN1B	0.119759841696927	0.951982700141914	0.996499538367235	0.951982700141914	0.673257406316831	-0.119759841696927
CDKN2AIP	-0.114626397103588	0.96178522312839	-0.499497512830837	0.96178522312839	0.608209979366845	-0.114626397103588
CDS1	-0.987564538690878	0.792391109785793	-0.590643638146813	0.792391109785793	0.450000836805222	0.987564538690878
CDS2	-0.0452758147003163	0.66100727151974	0.548988330882831	0.66100727151974	0.373905235238871	-0.0452758147003163
CDV3	-0.130864072374853	-0.103531624294383	-0.130305272316023	-0.103531624294383	0.503528159278727	0.130864072374853
CELF1	-0.184807617543988	0.698847147421846	0.864688686447201	0.698847147421846	0.479411626279402	-0.184807617543988
CELF2	-0.469901545847982	0.977126501087743	0.875997492666933	0.977126501087743	0.763219415167868	0.469901545847982
CELF4	-0.242634729908004	0.816672278735684	0.640931968204779	0.816672278735684	-0.0920887773650982	-0.242634729908004
CELSR2	-0.598498314138345	0.0520398441478204	-0.16522622455734	0.0520398441478204	-0.60963363184602	0.598498314138345
CENPV	-0.0215297277914683	0.665669508405778	0.338653327227994	0.665669508405778	0.115701737165922	-0.0215297277914683
CEP170	-0.910211057797246	0.711869853785781	-0.463907396525663	0.711869853785781	0.789881821503056	0.910211057797246
CEP170B	0.161248165444135	0.959943064739244	-0.605654890265769	0.959943064739244	0.931436001688417	0.161248165444135
CEP41	-0.824870824576658	0.806864698679698	-0.393594785521221	0.806864698679698	0.819941329051945	0.824870824576658
CERS2	0.331251362437663	0.584911723908112	-0.828944931793588	0.584911723908112	-0.489443060141999	0.331251362437663
CFL1	-0.606318082696117	-0.55825625492678	0.377984955326107	-0.55825625492678	0.339806810175892	0.606318082696117
CHAMP1	-0.129218069027466	0.890269804833186	0.828543808755064	0.890269804833186	0.5859015653287	-0.129218069027466
CHCHD6	-0.398335558920337	0.90992908266844	-0.814309717114091	0.90992908266844	0.946309967094475	0.398335558920337
CHD2	-0.487376884754232	0.443308137631209	-0.0764870682774018	0.443308137631209	-0.653265866639949	-0.487376884754232
CHD8	0.878633465343953	0.592672416239975	-0.276937220181077	0.592672416239975	0.394599012107676	-0.878633465343953
CHERP	-0.0289995246390718	0.626664704775383	0.650433521093821	0.626664704775383	0.666294867458999	-0.0289995246390718
CHGB	0.727709460844385	-0.0370023635237193	0.805603386047298	-0.0370023635237193	-0.890768198926881	-0.727709460844385
CHID1	-0.214513969122236	0.118986030645983	-0.416652827917142	0.118986030645983	-0.208365884432826	-0.214513969122236
CHL1	-0.720866426856681	0.939618059552381	0.978679568815178	0.939618059552381	0.812795172919317	0.720866426856681
CHM	0.561864062890675	0.511987019192666	0.356745814711187	0.511987019192666	-0.496569047571777	0.561864062890675
CHMP2A	-0.558785032566796	0.479228769585049	-0.305126168200254	0.479228769585049	0.520756635580957	0.558785032566796
CHMP5	0.462657020949301	0.344654699127702	-0.32532495338282	0.344654699127702	-0.496311816834612	0.462657020949301
CHMP6	-0.705444321118343	0.650116904249937	-0.735873633366192	0.650116904249937	0.695476987833621	0.705444321118343
CHMP7	0.842745189924571	0.872889397947001	0.444245252914678	0.872889397947001	0.808253746271082	0.842745189924571
CHN1	-0.557140056706217	0.398263929645317	0.0516459816992459	0.398263929645317	0.507396776646988	0.557140056706217
CHORDC1	0.535011637662922	0.98858754685181	-0.65311528277378	0.98858754685181	0.929777532689897	0.535011637662922
CHTOP	0.997629785306608	-0.903697821701971	0.493961614478998	-0.903697821701971	-0.942391710400766	-0.997629785306608
CIAO1	0.538780130463333	0.807015783897183	0.385957604547273	0.807015783897183	-0.210145016400097	0.538780130463333
CIAPIN1	0.315716577179273	-0.429057439671928	-0.332100394944884	-0.429057439671928	0.178060991201514	-0.315716577179273
CIRBP	-0.0703351155254903	0.938589711747252	0.467133638661388	0.938589711747252	0.849356716923902	-0.0703351155254903
CIT	-0.600299044030106	0.787740740582243	0.903010444716256	0.787740740582243	0.682977187551678	0.600299044030106
CKAP5	-0.377348906802827	0.558571262478501	-0.149818372739704	0.558571262478501	-0.514109429286066	-0.377348906802827
CKB	0.133147437930132	0.360895999243585	0.701826956372025	0.360895999243585	0.0673573713429109	-0.133147437930132
CLASP1	0.241448044967967	0.288366272002408	0.386331370477929	0.288366272002408	0.0285083162940715	0.241448044967967
CLCN3	0.0819642975908119	0.0723217946185956	0.679503609348499	0.0723217946185956	0.22290778912751	-0.0819642975908119
CLCN6	0.130341433284505	0.128904481180875	0.677191910866982	0.128904481180875	0.0575239620866521	0.130341433284505
CLEC2L	-0.764325500065995	0.727292328529298	0.621390607744403	0.727292328529298	0.871863457622315	0.764325500065995
CLIC1	0.629415317413179	0.874843617090959	0.963863968532525	0.874843617090959	0.632262073097088	0.629415317413179
CLIC4	-0.816076171715962	0.86787970665951	0.824157438380717	0.86787970665951	0.604397902820793	0.816076171715962
CLIC6	0.180848852818482	-0.803501102741011	-0.130034506397846	-0.803501102741011	-0.146393621321968	0.180848852818482
CLINT1	-0.744677061493617	0.338554877514966	0.346134331547726	0.338554877514966	0.320868643890473	0.744677061493617
CLIP1	0.600973513807431	0.714358028271588	-0.203631689204958	0.714358028271588	0.478025826038364	0.600973513807431
CLIP2	-0.742689836661151	0.531374968642502	-0.363928774497128	0.531374968642502	0.46332743589771	0.742689836661151
CLIP3	-0.446232588023213	-0.650642941528188	-0.415555487306879	-0.650642941528188	-0.593120334418213	-0.446232588023213
CLPTM1	-0.228908635410144	0.808351860599208	0.775393880772711	0.808351860599208	0.643692644294184	0.228908635410144
CLSTN1	0.84500099749613	0.920272309539882	0.227274393006089	0.920272309539882	0.835924102871716	0.84500099749613
CLSTN3	-0.55248155371226	0.97179501994985	-0.454463575547249	0.97179501994985	0.982025431190096	0.55248155371226
CLTA	-0.400888268040196	-0.0515452034798216	-0.414925008027705	-0.0515452034798216	-0.273174903673919	-0.400888268040196
CLTB	-0.476962198550697	0.536815725105036	-0.655776649908256	0.536815725105036	0.367221011989891	0.476962198550697
CLTC	0.152046384719455	-0.0618325406180552	0.19461756317078	-0.0618325406180552	0.336752008306981	0.152046384719455
CLUH	-0.11929176323457	0.951560566380114	0.932979972451806	0.951560566380114	0.863021893191323	0.11929176323457
CLVS2	0.548093759761432	0.817382840131919	-0.642774296290775	0.817382840131919	-0.470028279810053	0.548093759761432
CLYBL	-0.84493409559051	0.604588377394178	0.105405613357016	0.604588377394178	0.198658999186391	0.84493409559051
CMAS	-0.321154047157313	0.664999124335782	0.255609167543175	0.664999124335782	-0.138222541599743	-0.321154047157313
CMBL	-0.688213904650284	0.469127187451823	0.407468030744984	0.469127187451823	0.438208736748923	0.688213904650284
CMPK1	-0.384459244441655	-0.37215151405134	0.737499032691331	-0.37215151405134	0.0482381522032449	-0.384459244441655
CNDP2	-0.6801164522329	0.648569604403461	0.833976386300751	0.648569604403461	0.500027217305083	0.6801164522329
CNKSR2	0.8048370543203	0.878502751658195	0.461240016955859	0.878502751658195	0.615769288715468	0.8048370543203
CNN3	0.292702051191249	0.858487209454724	0.939205391710517	0.858487209454724	0.496266144658618	-0.292702051191249
CNNM1	-0.630836792153276	0.930291182729822	0.801253393266142	0.930291182729822	-0.309344862526353	-0.630836792153276
CNNM2	0.167651329452414	0.428426584325591	-0.138478135070854	0.428426584325591	-0.470000704432717	-0.167651329452414
CNOT1	0.0112261928173212	0.748856353670546	-0.744399512631328	0.748856353670546	0.764375221327765	0.0112261928173212
CNOT10	-0.350747226877142	0.269871944470204	-0.604680914387827	0.269871944470204	0.797962015480712	0.350747226877142
CNP	0.318002729908634	0.780789293095101	0.701188194847538	0.780789293095101	0.0287260231964254	0.318002729908634
CNPY2	-0.121479443888658	0.960379031703677	0.911217977382861	0.960379031703677	0.749382550882341	0.121479443888658
CNPY3	0.174608831224963	0.233738905861557	0.0721993741261065	0.233738905861557	0.0162945430249947	0.174608831224963
CNR1	0.186178243030838	0.555253249988604	0.311137901481506	0.555253249988604	0.931102415892914	-0.186178243030838
CNRIP1	0.71432510687554	0.914384808502264	0.779230641382408	0.914384808502264	0.497728588153208	0.71432510687554
CNTFR	-0.132154000924856	0.0186666124314483	0.602580916896651	0.0186666124314483	0.497283488164632	0.132154000924856
CNTN1	-0.416816582861848	0.0645273714546432	0.79731704730845	0.0645273714546432	-0.181864278338606	-0.416816582861848
CNTN2	-0.921931285847501	0.968070728086649	0.903148286226781	0.968070728086649	0.903768255593665	0.921931285847501
CNTN3	0.273815896140609	0.673437846859099	0.766881335321104	0.673437846859099	0.485005818274045	0.273815896140609
CNTN4	0.232448807910098	-0.129464111410197	0.949092905670861	-0.129464111410197	0.0471306326223524	-0.232448807910098
CNTNAP1	0.231440186605294	0.987146218959725	0.820114721914626	0.987146218959725	0.893123687067582	0.231440186605294
CNTNAP2	0.920488356248679	0.123745267290011	0.947190208227477	0.123745267290011	0.221921762399634	-0.920488356248679
CNTNAP4	0.0197258510560373	0.0970997855753357	0.734416945564146	0.0970997855753357	0.231772617213433	0.0197258510560373
COA6	0.0626805440041778	0.657628306110309	-0.712350002315219	0.657628306110309	0.244675156456158	-0.0626805440041778
COA7	-0.415342452314704	0.487510024535454	-0.631664030822648	0.487510024535454	0.328987269214812	-0.415342452314704
COASY	-0.0782526459891637	0.476817097784538	-0.401326124533777	0.476817097784538	-0.00477687535570084	0.0782526459891637
COG5	0.11977408486814	0.343448565586131	0.107452737757593	0.343448565586131	-0.109459270326347	0.11977408486814
COL12A1	-0.08745998847552	0.460798933419923	0.135092678739315	0.460798933419923	0.138474191963085	0.08745998847552
COL18A1	-0.134778876971857	0.828545318285845	-0.425032572267407	0.828545318285845	0.377269523845709	-0.134778876971857
COL1A2	-0.390425110461786	0.810027020291608	0.790315740818984	0.810027020291608	0.443852330738798	0.390425110461786
COL4A1	-0.171091967575672	0.433241456579546	0.226590941905362	0.433241456579546	0.804454430207157	-0.171091967575672
COL4A2	-0.0460725463108705	-0.774905322084552	0.158594417838579	-0.774905322084552	0.73776626275568	0.0460725463108705
COL6A1	0.356415429989859	0.824277433662972	0.867869627489436	0.824277433662972	0.584323747938892	0.356415429989859
COL6A2	-0.562117397060144	0.869381437819815	0.878365550447586	0.869381437819815	0.711138949745129	0.562117397060144
COL6A3	0.540857484793551	0.913027949214498	0.733633275899451	0.913027949214498	0.70308194437319	0.540857484793551
COLGALT1	-0.531576388546105	0.173498684777329	-0.931885244391483	0.173498684777329	0.888328360737513	0.531576388546105
COMMD2	0.197624706448935	0.621727761485345	-0.250891905561395	0.621727761485345	0.0703770673670134	0.197624706448935
COMMD4	0.0159833428380467	-0.721415633741411	0.549079501251063	-0.721415633741411	0.376534224101072	-0.0159833428380467
COMMD8	0.0876699380153978	0.299667783372629	-0.0261344300272848	0.299667783372629	-0.137272895730586	0.0876699380153978
COMMD9	0.345274050025136	0.677333197255217	0.0528963744654908	0.677333197255217	-0.113042745154373	-0.345274050025136
COMT	-0.547007718823356	-0.277469055401857	-0.00440879236105778	-0.277469055401857	-0.0232396308329324	-0.547007718823356
COPA	-0.399829613074445	0.514399262076288	-0.461519139249841	0.514399262076288	0.697950108861353	0.399829613074445
COPB1	0.0403755475696701	0.762514587845359	-0.724299283052726	0.762514587845359	0.351893712127347	0.0403755475696701
COPE	-0.273393005958966	0.700812639530396	0.925791981658818	0.700812639530396	0.249363411121416	0.273393005958966
COPG1	0.108591286062892	0.66769646564753	0.0990039466436782	0.66769646564753	0.264114121454622	0.108591286062892
COPG2	-0.650437248846088	0.582245491933033	-0.930863250050848	0.582245491933033	0.70790756195175	0.650437248846088
COPS2	-0.541303782777828	0.36646261739446	0.36098313699589	0.36646261739446	0.0942150212126981	-0.541303782777828
COPS3	-0.0612128895974001	0.618061384258013	0.411734450366581	0.618061384258013	-0.00391112213672414	0.0612128895974001
COPS4	-0.493764246095608	-0.659878034260423	0.864979049653414	-0.659878034260423	-0.74807172764882	-0.493764246095608
COPS5	-0.353619787364302	0.263974046245945	0.240888202880293	0.263974046245945	-0.301485577343946	0.353619787364302
COPS7A	0.106282121415951	0.482944045832395	0.782629914082059	0.482944045832395	0.835289514024937	0.106282121415951
COPS7B	-0.486578005314699	0.419612618435394	0.554361456731332	0.419612618435394	0.00869373472683258	0.486578005314699
COPS8	0.601044148081279	0.35111641198755	0.118179556016184	0.35111641198755	0.174075148350088	0.601044148081279
COPZ1	0.0485970594807461	-0.855367032953971	-0.68629161849441	-0.855367032953971	0.527053366562236	-0.0485970594807461
COQ3	0.430919316970905	-0.267720008006779	0.734459777954784	-0.267720008006779	-0.242203840378098	0.430919316970905
COQ5	-0.720139516687966	0.529051079382211	-0.661920152726539	0.529051079382211	0.734303354463689	0.720139516687966
COQ6	0.732769754234774	0.436356030032053	0.545141024110169	0.436356030032053	-0.112669941794776	0.732769754234774
COQ7	0.417257866492408	0.0378699828661472	0.288210741634113	0.0378699828661472	0.0859803867336797	-0.417257866492408
CORO1A	0.965034923265519	0.886589633540655	0.946358428862274	0.886589633540655	0.916331931736076	0.965034923265519
CORO1B	-0.851744956757191	0.927277374823669	0.824182428227748	0.927277374823669	0.85186442151069	0.851744956757191
CORO1C	-0.341160616029028	0.607578019521834	-0.042693037231989	0.607578019521834	0.197589127322478	-0.341160616029028
CORO2A	0.244228764077272	-0.651900648791006	0.486499383584414	-0.651900648791006	-0.61881853439053	-0.244228764077272
CORO2B	-0.279298353911628	0.502248171139023	0.116051753651777	0.502248171139023	0.142166728289076	-0.279298353911628
COTL1	-0.589392346859614	0.660212313115917	0.56340104375008	0.660212313115917	-0.139158928742594	0.589392346859614
COX20	0.032026005437249	0.415885558336094	0.822385497261478	0.415885558336094	-0.313111130262306	0.032026005437249
COX6B1	-0.267130244542697	0.677765442630114	-0.775512004866683	0.677765442630114	0.137787710067223	0.267130244542697
CPD	0.633190776889183	0.931543626758911	0.378370479349546	0.931543626758911	0.931484126115333	0.633190776889183
CPEB3	-0.0546349691437785	0.781947131007126	-0.426187362512547	0.781947131007126	0.817064149911879	0.0546349691437785
CPEB4	-0.564022015539796	-0.686481847530733	-0.504740089479707	-0.686481847530733	-0.804527170377262	-0.564022015539796
CPNE2	-0.888305953857725	0.803546282199545	0.444912010748599	0.803546282199545	0.985068231261515	0.888305953857725
CPNE3	0.833322339590442	0.96332705297906	0.00768460078429806	0.96332705297906	0.867052589251742	0.833322339590442
CPNE4	-0.956145634633221	0.988003591499762	0.855402308772107	0.988003591499762	0.973884152616091	0.956145634633221
CPNE5	0.847887426006367	0.972818678854663	0.482688067816005	0.972818678854663	0.982950652744326	0.847887426006367
CPNE6	-0.896083047349072	0.944705748400044	0.230097683226761	0.944705748400044	0.906282030446635	0.896083047349072
CPNE7	0.593458736554636	0.993927111843915	0.807779853525163	0.993927111843915	0.996004483785717	0.593458736554636
CPNE8	-0.107318879281171	0.831118494728464	0.430271384371672	0.831118494728464	0.267439436484951	0.107318879281171
CPNE9	0.38387557823733	0.555017680303792	0.616992498785234	0.555017680303792	0.731299034585562	0.38387557823733
CPOX	0.100623590361701	0.700045933374174	-0.19355939884636	0.700045933374174	-0.00961555528513916	-0.100623590361701
CPPED1	0.838788106794604	0.825159347251283	-0.0658343292980735	0.825159347251283	0.815902193384982	0.838788106794604
CPQ	-0.045041112073539	0.70844815823662	0.924113524921317	0.70844815823662	0.553340901052057	0.045041112073539
CPSF1	0.045253970237185	0.83578086500369	-0.514579886095206	0.83578086500369	0.769766652292304	0.045253970237185
CPSF6	-0.231324215189809	0.914443656032319	0.842289270734351	0.914443656032319	0.868201463378102	0.231324215189809
CPSF7	0.555900537869226	0.950470744137105	0.988038018983472	0.950470744137105	0.698255366104384	0.555900537869226
CPT1A	0.653519534898157	0.0915853852677956	-0.027325661756146	0.0915853852677956	-0.602460204279781	-0.653519534898157
CPT1C	0.299955754758535	0.546777272560186	0.864781365796495	0.546777272560186	0.227349786111138	0.299955754758535
CPT2	-0.791189821408599	0.845942370061726	0.73341754556877	0.845942370061726	0.858391925940429	0.791189821408599
CRABP1	0.683782417177218	0.839882418892713	0.748106576448862	0.839882418892713	0.888489457651067	0.683782417177218
CRAT	-0.938193126421439	0.906427740482146	0.586044212231909	0.906427740482146	0.664036075471854	0.938193126421439
CRBN	0.488845297026612	-0.320051453691349	-0.869962400308876	-0.320051453691349	0.566788458452453	0.488845297026612
CREBBP	-0.31766586301477	0.615836713395815	0.286147552093835	0.615836713395815	0.466981747677299	0.31766586301477
CRELD1	-0.360353910824259	0.447706976272619	-0.285011759723094	0.447706976272619	0.886347088196226	-0.360353910824259
CRIP2	-0.424332192506024	0.811537480805421	-0.347920218453351	0.811537480805421	0.621782762116902	0.424332192506024
CRK	0.577246700068715	0.56097898933156	-0.226770668081293	0.56097898933156	0.625248913207581	0.577246700068715
CRKL	-0.643261406167087	0.838521749108773	0.662182381539986	0.838521749108773	0.943004362645685	0.643261406167087
CRMP1	0.49526105331744	0.0891834878133928	0.34380498031439	0.0891834878133928	0.267913173276999	0.49526105331744
CROCC	0.813981532540448	-0.0601170793064713	-0.162010912951238	-0.0601170793064713	-0.391200301793481	-0.813981532540448
CRTAC1	-0.418472374752771	0.730342136928948	-0.189768569005593	0.730342136928948	0.503044837212379	-0.418472374752771
CRTC1	0.499283971038824	0.347994047020002	0.904733856112251	0.347994047020002	-0.160575284582318	-0.499283971038824
CRYAB	0.193846984342369	0.4075855070639	0.385628785571766	0.4075855070639	-0.327478629325862	0.193846984342369
CRYL1	-0.469048706184245	0.795592531443605	-0.453492838004688	0.795592531443605	0.446830411906002	0.469048706184245
CRYZ	0.803976684408287	0.722831803707571	0.485566822683639	0.722831803707571	0.652010222109753	0.803976684408287
CRYZL1	-0.4890951368061	0.823176480561789	-0.581523446912825	0.823176480561789	0.621181349011712	0.4890951368061
CS	-0.0891354242379457	0.513910079184902	0.20083289330105	0.513910079184902	0.0522770560575754	-0.0891354242379457
CSDE1	-0.600680588608189	0.594547012322141	-0.679300327006745	0.594547012322141	0.217113859227994	0.600680588608189
CSE1L	0.465869143247874	0.0568660081914248	-0.85161790195496	0.0568660081914248	0.155847429131686	0.465869143247874
CSK	-0.591657460927359	-0.238189715238221	0.0210693430432527	-0.238189715238221	0.000331685928933891	0.591657460927359
CSMD2	0.76631176389557	0.649809780555698	0.904855938971401	0.649809780555698	0.696190257096699	0.76631176389557
CSNK1A1	-0.219118770410349	-0.0137862330855234	0.881977359863627	-0.0137862330855234	0.235700811500236	0.219118770410349
CSNK1G2	-0.208863791890514	-0.652649035939199	0.796116936963453	-0.652649035939199	-0.363301814569988	-0.208863791890514
CSNK2A2	-0.946895933611732	0.962063826833229	0.971617035427911	0.962063826833229	0.956842542094716	0.946895933611732
CSPG4	0.00804815368234907	0.975704992117557	-0.857553083303973	0.975704992117557	0.896472632004439	0.00804815368234907
CST3	-0.653045118019358	0.920404209563706	-0.71503738760989	0.920404209563706	0.150132296654046	0.653045118019358
CSTB	0.0137817014503592	0.826910340671129	0.893804133017096	0.826910340671129	0.525008229447531	0.0137817014503592
CSTF1	0.0698683581151279	0.830497637128308	0.548016961657332	0.830497637128308	0.64513341492009	-0.0698683581151279
CSTF2	-0.1266756070794	0.764948382254161	0.313221676451915	0.764948382254161	0.687384126542128	-0.1266756070794
CSTF3	-0.671473159885838	0.811776081734293	-0.581594653537109	0.811776081734293	0.93910696346874	0.671473159885838
CTBP1	0.367898752665571	0.848775449181574	-0.204513183900261	0.848775449181574	0.93569088426452	0.367898752665571
CTBP2	-0.863832986269843	0.917535892125289	0.599575051918414	0.917535892125289	0.80838428677065	0.863832986269843
CTCF	-0.0174016859702398	0.742710276024688	0.590400208723859	0.742710276024688	0.696806797731624	-0.0174016859702398
CTIF	0.583656458884725	-0.802237592281168	-0.355366167738527	-0.802237592281168	-0.557631215775422	-0.583656458884725
CTNNA1	0.310789205514214	0.508019643255759	0.0558791087140942	0.508019643255759	0.614835486994497	0.310789205514214
CTNNB1	0.0506052218166401	0.641141093025906	0.820308038227125	0.641141093025906	-0.26843994176729	-0.0506052218166401
CTNNBL1	-0.0267012703337003	0.464944455405375	0.552003179811036	0.464944455405375	0.564304127407451	-0.0267012703337003
CTNND1	0.0595410995392341	0.832567592645635	-0.84499945019212	0.832567592645635	-0.418480744517165	-0.0595410995392341
CTNND2	0.475265284851759	0.955890019656889	0.903272249162264	0.955890019656889	0.741651785149791	0.475265284851759
CTPS2	-0.664488115665987	0.827915000054488	-0.109464659158335	0.827915000054488	-0.5400650487483	0.664488115665987
CTSA	0.776530508060438	0.74311028299744	0.481476556467006	0.74311028299744	0.66891042758391	0.776530508060438
CTSB	0.0804010639019841	0.640269934340008	0.590025169995379	0.640269934340008	0.136233708526909	-0.0804010639019841
CTTN	0.772313999235207	0.613643070177616	0.797369341471389	0.613643070177616	0.685675061797496	0.772313999235207
CTTNBP2	-0.107984271728077	0.496009534827643	-0.23783273883581	0.496009534827643	0.676138947048796	0.107984271728077
CUL1	0.483026269244038	0.568875892647608	0.994356375730376	0.568875892647608	0.855088223497007	0.483026269244038
CUL2	-0.600361659921533	0.95477340622672	0.891637795324441	0.95477340622672	0.993158342011649	0.600361659921533
CUL3	0.517275472072293	0.996858056225166	0.967001983129208	0.996858056225166	0.800248912903145	0.517275472072293
CUL4A	0.813935012081543	0.173052699263497	0.2835092743964	0.173052699263497	-0.706002188648992	-0.813935012081543
CUL4B	-0.905558019776611	0.750293882863496	0.915750757724408	0.750293882863496	0.221024225397929	-0.905558019776611
CUL5	-0.649388465092128	0.11392463209219	0.0255974539279677	0.11392463209219	0.242830203755507	0.649388465092128
CUTA	0.345357076270629	0.431278249228936	0.643388221796003	0.431278249228936	0.56203736757977	0.345357076270629
CUTC	0.873429648083185	0.0304555598226915	0.971732044613629	0.0304555598226915	-0.481681781307895	-0.873429648083185
CYB5B	0.0133200930605482	0.860123409607566	0.95691413595108	0.860123409607566	0.826995777482546	0.0133200930605482
CYB5R1	-0.409750589113541	0.891273592167328	0.68725203175836	0.891273592167328	0.620485389505782	0.409750589113541
CYB5R3	-0.325227852611973	0.489089095177964	-0.199820621216858	0.489089095177964	-0.158079255089867	-0.325227852611973
CYC1	0.901651752593454	0.112956136255189	0.251590950733846	0.112956136255189	-0.176198325021202	-0.901651752593454
CYFIP2	0.591571129535965	0.762255015173409	0.696390289690955	0.762255015173409	0.481632795723673	0.591571129535965
CYLD	-0.564063114253927	0.814621795722555	0.825171910420895	0.814621795722555	0.702960087943059	0.564063114253927
CYP46A1	0.0951300338815527	0.977560391999574	0.962546334716565	0.977560391999574	0.956498498990673	0.0951300338815527
CYTH1	-0.324885886956676	-0.108676895476708	0.464389664250362	-0.108676895476708	0.437230049512394	0.324885886956676
CYTH2	-0.00251522232365476	0.301953591252192	0.849082608401007	0.301953591252192	-0.216708135292983	-0.00251522232365476
CYTH3	-0.0759169917361748	0.712021574113316	0.619440420260203	0.712021574113316	0.913150174934829	0.0759169917361748
DAAM1	0.324857773937044	0.943889381479643	0.903706393913247	0.943889381479643	0.987666984979745	0.324857773937044
DAAM2	-0.675274151297874	0.975142420124051	0.904065928420355	0.975142420124051	0.760432610395504	0.675274151297874
DAB2IP	-0.665266956667665	0.479435480551633	0.966875067105499	0.479435480551633	-0.145640890829877	-0.665266956667665
DAD1	0.711023408628732	-0.353416110697423	-0.620411345647131	-0.353416110697423	-0.82445660205923	-0.711023408628732
DAG1	-0.647421795670666	-0.568675903102727	-0.813306836269872	-0.568675903102727	-0.653438733552358	-0.647421795670666
DAGLA	0.725481271125109	0.723395747920012	-0.0982024075844728	0.723395747920012	-0.777685534682177	-0.725481271125109
DAGLB	0.675715996547067	0.392090549549467	0.37622702059427	0.392090549549467	0.615730179139407	0.675715996547067
